Active Ingredient,Days Until Expiry,Storage Temperature (°C),Warning Labels Present,Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Safe/Not Safe,Disease/Use Case,Expiry Date
Paracetamol,982.0,15.487981171355264,1.0,99.7143198316398,20.69905552011877,0.0809091171897564,,Safe,"Fever, Mild Pain",2028-05-19 05:58:36.864528
Omeprazole,625.0,21.471432646010225,0.0,97.4169813625142,4.362614192236864,0.0894178717719313,101.28384524906282,Safe,"Acid Reflux, Gastric Ulcers",2027-05-28 05:58:36.864528
Aspirin,31.0,20.4703930004128,0.0,88.55157007927488,22.020422272693622,0.4170089427109054,101.59805857514462,Not Safe,"Pain, Inflammation, Heart Disease",2025-10-11 05:58:36.864528
Lisinopril,702.0,,1.0,95.40860187245332,2.9553610082806308,0.1255410170630316,102.70508153017155,Safe,,2027-08-13 05:58:36.864528
Paracetamol,977.0,18.32046908313921,0.0,98.89602052914326,1.5879668594975684,0.1334991998690093,104.63706318043116,Safe,"Fever, Mild Pain",2028-05-14 05:58:36.864528
Omeprazole,195.0,15.748331770187049,0.0,83.96962319201846,15.75319533588051,0.2257194695301053,100.28587315967116,Not Safe,"Acid Reflux, Gastric Ulcers",2026-03-24 05:58:36.864528
Metformin,463.0,22.94320581808031,1.0,88.13370757641415,25.67440697258654,0.1439852827152559,102.32384313695393,Safe,Type-2 Diabetes,2026-12-17 05:58:36.864528
Cetirizine,339.0,23.341864601926943,0.0,92.41950193494776,19.755444865465243,0.4099199088682023,95.99731400557708,Not Safe,"Allergies, Cold Symptoms",2026-08-15 05:58:36.864528
Atorvastatin,105.0,15.393365153897058,0.0,82.17192590273457,6.780710916063375,0.0406284362270654,102.34552759124306,Not Safe,High Cholesterol,2025-12-24 05:58:36.864528
Omeprazole,272.0,28.863487654925542,0.0,90.3748232212768,5.51245808554493,0.2582903306546838,102.85008027282784,Safe,"Acid Reflux, Gastric Ulcers",2026-06-09 05:58:36.864528
Omeprazole,745.0,22.45972505563559,0.0,99.78174974172404,5.865482661874477,0.0168220874847169,102.00448885852052,Safe,"Acid Reflux, Gastric Ulcers",2027-09-25 05:58:36.864528
Ciprofloxacin,688.0,16.00000757467227,0.0,92.87238491883922,23.12681243931625,0.1462136768415518,101.00212531499804,Safe,,2027-07-30 05:58:36.864528
Ciprofloxacin,889.0,29.062916065665668,1.0,,19.023226725376308,0.1460503819332938,95.88957861138384,Safe,,2028-02-16 05:58:36.864528
Ciprofloxacin,39.0,,0.0,96.14587745454114,,0.0970585308313108,93.43229317875333,Not Safe,,2025-10-19 05:58:36.864528
Cetirizine,230.0,16.092052002665564,1.0,83.26337653306376,1.087333627312649,,109.38700154566554,Not Safe,"Allergies, Cold Symptoms",2026-04-28 05:58:36.864528
Aspirin,153.0,24.17322997733561,0.0,93.5427972141448,25.90278493248969,0.2355882309019446,94.65686504066537,Not Safe,"Pain, Inflammation, Heart Disease",2026-02-10 05:58:36.864528
Ibuprofen,874.0,16.96937572502022,1.0,82.15506064177684,25.754914768226406,0.4555903900164294,103.9934519158796,Not Safe,"Pain, Fever, Inflammation",2028-02-01 05:58:36.864528
Ciprofloxacin,,17.685579435288904,1.0,84.36518190456403,5.5893509962231205,0.3378261978778134,92.75063040562512,Not Safe,,
Aspirin,81.0,26.51930686639409,0.0,88.18999591133934,5.036411313718764,0.1160491563279587,,Safe,"Pain, Inflammation, Heart Disease",2025-11-30 05:58:36.864528
Lisinopril,283.0,24.697772102961224,,98.32571168521284,2.0713415913799507,0.1204371276150249,102.41289938348676,Safe,,2026-06-20 05:58:36.864528
Lisinopril,681.0,24.956902472120102,1.0,92.53803705782286,21.09478263743905,0.2796552638733625,101.21910464050488,Safe,,2027-07-23 05:58:36.864528
Lisinopril,671.0,27.831665456969084,0.0,86.71043046055182,,0.0268279093130637,102.19407031457467,Safe,,2027-07-13 05:58:36.864528
Metformin,947.0,27.381487246027834,1.0,99.54228169013167,18.8844846257862,0.022495358988247,104.32779166122506,Safe,Type-2 Diabetes,2028-04-14 05:58:36.864528
Cetirizine,435.0,28.95356464248828,0.0,98.37174630233297,22.02105234750266,0.1120808030107926,95.69257371145694,Safe,"Allergies, Cold Symptoms",2026-11-19 05:58:36.864528
Ciprofloxacin,981.0,19.49071705053973,0.0,91.2126147706512,14.132014324148434,0.1368204960075901,,Safe,,2028-05-18 05:58:36.864528
Cetirizine,399.0,16.786721582850436,1.0,86.77509408437976,17.474683924730883,0.2399381036982632,101.87668204371828,Safe,"Allergies, Cold Symptoms",2026-10-14 05:58:36.864528
Lisinopril,584.0,29.73695007805916,0.0,89.96745913681514,4.898473145898448,0.3421338673383335,96.83258441237535,Not Safe,,2027-04-17 05:58:36.864528
Omeprazole,632.0,26.53012192982173,1.0,89.1931346099462,1.3398954719317584,0.0872230050558549,94.99289147357952,Not Safe,"Acid Reflux, Gastric Ulcers",2027-06-04 05:58:36.864528
Aspirin,641.0,18.563214649863315,0.0,82.69768296314844,14.875025744365402,0.4239766359586702,91.7210264061606,Not Safe,"Pain, Inflammation, Heart Disease",2027-06-13 05:58:36.864528
Ibuprofen,839.0,29.31815892685258,1.0,90.4959520041816,20.84513161309748,0.2467112928927597,96.43731514926156,Safe,"Pain, Fever, Inflammation",2027-12-28 05:58:36.864528
Ibuprofen,812.0,20.64940286155537,1.0,99.5929127880754,9.136373309562664,0.0955948650307497,103.98600663536185,Safe,"Pain, Fever, Inflammation",2027-12-01 05:58:36.864528
Aspirin,,22.620870491040087,0.0,84.85144294415592,28.92300870188912,0.2595620906040351,100.55343251793282,Not Safe,"Pain, Inflammation, Heart Disease",
Aspirin,464.0,27.97924946607304,1.0,87.26454700668992,13.932273775692336,0.2085831872568656,97.31971059676565,Safe,"Pain, Inflammation, Heart Disease",2026-12-18 05:58:36.864528
Omeprazole,272.0,28.863487654925542,,90.3748232212768,,0.2582903306546838,102.85008027282784,Safe,"Acid Reflux, Gastric Ulcers",2026-06-09 05:58:36.864528
Cetirizine,582.0,24.25072157993216,0.0,93.18322266453714,1.0327425690108356,0.2123788456718639,98.3482859309568,Safe,"Allergies, Cold Symptoms",2027-04-15 05:58:36.864528
Ciprofloxacin,79.0,27.73569196695076,0.0,87.12099106012532,5.537634316639745,0.1140160385236439,101.3929139594708,Safe,,2025-11-28 05:58:36.864528
Amoxicillin,82.0,17.989900753802843,0.0,80.69572805041211,15.514538098066518,0.1070939278023335,106.07522515731344,Not Safe,Bacterial Infections,2025-12-01 05:58:36.864528
Lisinopril,647.0,24.31698941266647,1.0,93.79733112772128,21.021737978775143,0.0252370597676234,103.28564517865554,Safe,,2027-06-19 05:58:36.864528
Aspirin,432.0,23.727098218203167,1.0,90.53751624675226,17.941835733036985,0.0366119850443297,109.1424724696457,Not Safe,"Pain, Inflammation, Heart Disease",2026-11-16 05:58:36.864528
Metformin,924.0,,1.0,94.10287534415274,28.042865693906336,0.096323462763346,102.11712156237888,Safe,Type-2 Diabetes,2028-03-22 05:58:36.864528
Paracetamol,543.0,21.5657943270098,1.0,93.0652495557492,18.436846914035577,0.3868222475872241,,Not Safe,"Fever, Mild Pain",2027-03-07 05:58:36.864528
Aspirin,871.0,18.04706735505233,1.0,92.94922497964372,23.33646092982987,0.1785549138731087,102.9578813488102,Safe,"Pain, Inflammation, Heart Disease",2028-01-29 05:58:36.864528
Ibuprofen,662.0,18.54421472920253,1.0,97.54796420021802,14.859047811037463,,102.13359736663212,Safe,"Pain, Fever, Inflammation",2027-07-04 05:58:36.864528
Metformin,309.0,21.08509500679401,0.0,,1.2198754258888382,0.0189146336495049,,Not Safe,Type-2 Diabetes,2026-07-16 05:58:36.864528
Ciprofloxacin,740.0,15.410462609454452,1.0,,20.08738158131733,0.4192677948031562,97.9429679182725,Not Safe,,2027-09-20 05:58:36.864528
Ibuprofen,444.0,23.28102314081233,1.0,85.56179263406976,27.549960806319863,0.1095493089866809,104.424345539308,Safe,"Pain, Fever, Inflammation",2026-11-28 05:58:36.864528
Omeprazole,632.0,26.53012192982173,1.0,89.1931346099462,1.3398954719317584,0.0872230050558549,94.99289147357952,Not Safe,"Acid Reflux, Gastric Ulcers",2027-06-04 05:58:36.864528
,41.0,17.99596589799912,1.0,96.75365348584208,,0.4941297990708228,97.55083469254478,Not Safe,,2025-10-21 05:58:36.864528
Ibuprofen,229.0,17.889388456103013,1.0,86.05828604356317,3.0545911700196875,0.1249705180881421,103.46572171303644,Safe,"Pain, Fever, Inflammation",2026-04-27 05:58:36.864528
Atorvastatin,986.0,20.034313158926263,0.0,83.68148180353512,23.84145969412435,,95.72196091385509,Not Safe,High Cholesterol,2028-05-23 05:58:36.864528
Paracetamol,973.0,23.98706235105685,0.0,96.6360932925125,17.788770524770612,,96.5372346827209,Safe,"Fever, Mild Pain",2028-05-10 05:58:36.864528
Omeprazole,767.0,15.955139968694404,1.0,95.67046359240136,16.998483911996644,0.1695331616346484,103.59842819478288,Safe,"Acid Reflux, Gastric Ulcers",2027-10-17 05:58:36.864528
Ibuprofen,889.0,27.388398153888424,0.0,89.76288299102124,21.145159163137244,0.4638718437562429,97.12433614922722,Not Safe,"Pain, Fever, Inflammation",2028-02-16 05:58:36.864528
Amoxicillin,656.0,27.477042420625075,1.0,89.87702416990567,8.521349574414371,0.1025894486823353,98.7054228988784,Safe,Bacterial Infections,2027-06-28 05:58:36.864528
Aspirin,361.0,29.79642286671688,1.0,95.11088237143191,23.79053848561224,0.1320995213159631,94.07855718632877,Not Safe,"Pain, Inflammation, Heart Disease",2026-09-06 05:58:36.864528
Lisinopril,874.0,27.651678622249136,0.0,83.15865213789098,8.696792823299575,0.1447112251708675,103.27494246225965,Not Safe,,2028-02-01 05:58:36.864528
Atorvastatin,957.0,20.87688843221684,0.0,,3.999792637465156,0.1563781305316688,93.761513378988,Not Safe,High Cholesterol,2028-04-24 05:58:36.864528
Cetirizine,705.0,16.02462151103032,0.0,90.35059944201012,3.1199739223122447,0.1014953107937242,106.33427529292612,Not Safe,"Allergies, Cold Symptoms",2027-08-16 05:58:36.864528
Omeprazole,583.0,22.132727221214857,1.0,89.01438816225564,26.680016575211933,0.182936803050749,95.70975768568807,Safe,"Acid Reflux, Gastric Ulcers",2027-04-16 05:58:36.864528
Lisinopril,765.0,16.15617935491243,0.0,90.09319051648772,23.63242383193965,0.4295146692762023,102.463805046055,Not Safe,,2027-10-15 05:58:36.864528
Amoxicillin,724.0,26.36795364837376,,97.246956124154,26.37134516277315,0.2983995924906294,95.25410962013729,Safe,Bacterial Infections,2027-09-04 05:58:36.864528
Cetirizine,910.0,20.790957168787862,1.0,89.84838810406478,13.775755756894856,0.1831625315984083,103.63189964991383,Safe,"Allergies, Cold Symptoms",2028-03-08 05:58:36.864528
Ibuprofen,200.0,15.593251903496236,1.0,88.01751691910835,17.587528388108947,0.2582453393594349,102.17313773484344,Safe,"Pain, Fever, Inflammation",2026-03-29 05:58:36.864528
Ibuprofen,685.0,21.90601088027224,,80.97034551280375,1.9513008593311751,0.4749740649044213,96.45704556472052,Not Safe,"Pain, Fever, Inflammation",2027-07-27 05:58:36.864528
Paracetamol,58.0,25.05633259264635,0.0,87.61204434953851,19.69931773694216,0.430973948154979,90.645376555733,Not Safe,"Fever, Mild Pain",2025-11-07 05:58:36.864528
Ibuprofen,55.0,23.18315800332324,0.0,94.06249554280312,17.977070168994647,0.2916508146320408,106.6153482723391,Not Safe,"Pain, Fever, Inflammation",2025-11-04 05:58:36.864528
,449.0,16.962341016436703,0.0,86.29551192942951,8.483531510188431,0.1542723907685808,96.29302613488942,Safe,,2026-12-03 05:58:36.864528
Aspirin,114.0,29.522249996170707,0.0,97.63413512246588,17.35627376167855,0.4155475262462514,98.16582674377506,Not Safe,"Pain, Inflammation, Heart Disease",2026-01-02 05:58:36.864528
Atorvastatin,294.0,24.91494344155378,0.0,88.51045140822363,9.729958109263444,0.1471290383770871,103.36412606625416,Safe,High Cholesterol,2026-07-01 05:58:36.864528
Omeprazole,621.0,24.57668291089859,1.0,90.07480466295584,20.11920521899513,0.1045781900583227,90.46885622888112,Not Safe,"Acid Reflux, Gastric Ulcers",2027-05-24 05:58:36.864528
Omeprazole,701.0,17.359828290458438,1.0,98.54665189745756,28.367889559468445,0.0590434833557437,100.0271131580607,Safe,"Acid Reflux, Gastric Ulcers",2027-08-12 05:58:36.864528
Ibuprofen,542.0,27.201188188676987,0.0,97.99266095458051,3.755934674568097,0.2862046308903697,109.18937728297534,Not Safe,"Pain, Fever, Inflammation",2027-03-06 05:58:36.864528
Lisinopril,683.0,23.86292195806168,0.0,98.14111733029166,4.89067762095784,0.1636392269114384,102.4128882313686,Safe,,2027-07-25 05:58:36.864528
Atorvastatin,,15.267604287958664,0.0,83.57260751049246,11.352758958448174,0.3266340339930991,95.5869428309866,Not Safe,High Cholesterol,
Ciprofloxacin,985.0,25.678796319871925,0.0,97.1860886054859,5.390836106949015,0.4687761096672135,109.89840247500696,Not Safe,,2028-05-22 05:58:36.864528
Lisinopril,505.0,19.16134524623425,0.0,81.6654457368645,28.13508517312125,0.4033413830827828,106.23601380059468,Not Safe,,2027-01-28 05:58:36.864528
Amoxicillin,469.0,28.085865618055507,1.0,80.42745566384573,,0.1529902800167472,91.25947548938774,Not Safe,Bacterial Infections,2026-12-23 05:58:36.864528
Amoxicillin,656.0,27.477042420625075,1.0,89.87702416990567,8.521349574414371,0.1025894486823353,98.7054228988784,Safe,Bacterial Infections,2027-06-28 05:58:36.864528
Paracetamol,887.0,22.230176205881868,0.0,89.96082877294707,24.696449006540306,0.2671533930303846,109.72697274344932,Not Safe,"Fever, Mild Pain",2028-02-14 05:58:36.864528
Cetirizine,399.0,16.786721582850436,,86.77509408437976,17.474683924730883,0.2399381036982632,101.87668204371828,Safe,"Allergies, Cold Symptoms",2026-10-14 05:58:36.864528
Metformin,311.0,19.40114721469764,1.0,91.99497800793807,28.601763606107586,0.3396857760870677,91.61414652042576,Not Safe,Type-2 Diabetes,2026-07-18 05:58:36.864528
Metformin,377.0,29.90283103155044,0.0,80.76539739883825,8.127628082020383,0.0605591630969922,99.28075183203134,Not Safe,Type-2 Diabetes,2026-09-22 05:58:36.864528
Aspirin,871.0,18.04706735505233,1.0,,,0.1785549138731087,102.9578813488102,Safe,"Pain, Inflammation, Heart Disease",2028-01-29 05:58:36.864528
Metformin,419.0,23.08484507837831,0.0,88.7435170191983,28.232644720152592,0.3288393416657555,96.68921432208934,Not Safe,Type-2 Diabetes,2026-11-03 05:58:36.864528
Metformin,848.0,26.971481183806368,1.0,80.23962607452717,9.95489580746212,0.400311567098352,90.43237830579108,Not Safe,Type-2 Diabetes,2028-01-06 05:58:36.864528
Lisinopril,307.0,16.730334713770397,0.0,90.12958924398755,29.46410528914008,0.0280524731320322,95.63540137577968,Safe,,2026-07-14 05:58:36.864528
Ibuprofen,422.0,27.59978531576349,0.0,91.43171075079148,4.303109481393269,0.3170721774678744,,Not Safe,"Pain, Fever, Inflammation",2026-11-06 05:58:36.864528
Atorvastatin,873.0,27.866855237060733,1.0,97.6894637305443,17.02957463867772,0.1848117240409023,96.59498817249028,Safe,High Cholesterol,2028-01-31 05:58:36.864528
Paracetamol,334.0,21.139526398860205,1.0,90.15890250153744,,0.0895797842866142,102.73350947049032,Safe,"Fever, Mild Pain",2026-08-10 05:58:36.864528
Paracetamol,973.0,23.98706235105685,0.0,96.6360932925125,17.788770524770612,0.1265219936886914,96.5372346827209,Safe,"Fever, Mild Pain",2028-05-10 05:58:36.864528
Aspirin,493.0,17.438603513977,,82.83028483994455,25.91900011360819,0.2893825943162511,90.9145513343777,Not Safe,"Pain, Inflammation, Heart Disease",2027-01-16 05:58:36.864528
Lisinopril,683.0,23.86292195806168,0.0,,4.89067762095784,,102.4128882313686,Safe,,2027-07-25 05:58:36.864528
Ibuprofen,373.0,20.35583308993882,,86.6869012410329,14.015524434972114,0.1538980447452844,96.06824753976204,Safe,"Pain, Fever, Inflammation",2026-09-18 05:58:36.864528
Amoxicillin,132.0,25.94589680438024,0.0,96.94160825866967,11.243541246463488,,93.0269450395507,Not Safe,Bacterial Infections,2026-01-20 05:58:36.864528
Ibuprofen,839.0,29.31815892685258,,90.4959520041816,20.84513161309748,0.2467112928927597,96.43731514926156,Safe,"Pain, Fever, Inflammation",2027-12-28 05:58:36.864528
Omeprazole,646.0,21.558638709651863,0.0,86.26251156489313,13.543411623441743,0.2656313762007416,107.98574916031528,Not Safe,"Acid Reflux, Gastric Ulcers",2027-06-18 05:58:36.864528
Ciprofloxacin,119.0,15.734247453790736,0.0,97.46062686644464,8.451854134852459,0.0937415476514169,99.62174366975962,Safe,,2026-01-07 05:58:36.864528
Aspirin,187.0,21.00285193633844,1.0,,20.107041315836987,0.0601664262056732,98.44095571414849,Safe,"Pain, Inflammation, Heart Disease",2026-03-16 05:58:36.864528
Paracetamol,336.0,16.213171294806195,1.0,87.96542048428525,5.945623234577727,0.0478547394325113,90.33221925764742,Not Safe,"Fever, Mild Pain",2026-08-12 05:58:36.864528
Lisinopril,78.0,17.53563055199036,,94.40915160411151,17.670999377498227,0.2844361577145101,96.09831901178816,Safe,,2025-11-27 05:58:36.864528
Ibuprofen,839.0,15.785342899131637,0.0,97.85029698302276,1.3749214015882956,,98.9925533370974,Safe,"Pain, Fever, Inflammation",2027-12-28 05:58:36.864528
Cetirizine,547.0,17.52999873049049,1.0,,7.651281699129365,0.1667027974922699,102.08650817862046,Not Safe,"Allergies, Cold Symptoms",2027-03-11 05:58:36.864528
Atorvastatin,160.0,24.746257488494383,1.0,85.89132237791881,17.722590180452936,0.0645325457574795,103.11703418332873,Safe,High Cholesterol,2026-02-17 05:58:36.864528
Lisinopril,312.0,15.399672956211685,0.0,97.2590848107736,6.855267526043406,0.2074797751871553,100.9926001473731,Safe,,2026-07-19 05:58:36.864528
Lisinopril,223.0,22.96171767935393,,85.65040390277557,26.17361390302466,0.1648258389637906,108.113396913493,Not Safe,,2026-04-21 05:58:36.864528
Atorvastatin,495.0,26.629373740933083,0.0,95.88761313255188,9.76602837465731,0.2371237168087775,96.63020758907986,Safe,High Cholesterol,2027-01-18 05:58:36.864528
Cetirizine,218.0,19.31257017452173,0.0,,,0.4013679022520013,97.84061441120872,Not Safe,"Allergies, Cold Symptoms",2026-04-16 05:58:36.864528
Atorvastatin,873.0,27.866855237060733,1.0,97.6894637305443,17.02957463867772,0.1848117240409023,96.59498817249028,Safe,High Cholesterol,2028-01-31 05:58:36.864528
Aspirin,777.0,,1.0,88.20836935814049,1.6049453619691012,0.1750700153826496,93.29631070775648,Not Safe,"Pain, Inflammation, Heart Disease",2027-10-27 05:58:36.864528
Paracetamol,276.0,15.33108755484984,0.0,87.95279521760166,12.325280820834282,0.31341257705187,90.39348847365498,Not Safe,"Fever, Mild Pain",2026-06-13 05:58:36.864528
Paracetamol,920.0,26.15636903775002,0.0,87.37880197545215,22.59682455052909,0.3083050948253056,107.62316394937837,Not Safe,"Fever, Mild Pain",2028-03-18 05:58:36.864528
Ciprofloxacin,910.0,23.5016991515148,1.0,93.84585434155434,11.409189173521863,0.0797554545824368,94.65279311382838,Not Safe,,2028-03-08 05:58:36.864528
Aspirin,325.0,20.02463341917829,1.0,92.5697955379418,3.7529812600072514,0.3416550864846719,107.89664252036344,Not Safe,"Pain, Inflammation, Heart Disease",2026-08-01 05:58:36.864528
Atorvastatin,646.0,23.82704214193369,1.0,,7.107263433575924,0.0247605477214739,96.29725149890236,Safe,High Cholesterol,2027-06-18 05:58:36.864528
Amoxicillin,999.0,29.29596916252195,1.0,88.45391500326708,22.25543826519701,0.1699009733008885,95.34466896673788,Safe,Bacterial Infections,2028-06-05 05:58:36.864528
Cetirizine,992.0,22.752789910911787,0.0,85.21109271805854,2.8171669014320635,0.1710624102194789,100.83409624226891,Safe,"Allergies, Cold Symptoms",2028-05-29 05:58:36.864528
Lisinopril,597.0,21.88172919725536,1.0,93.33126634623488,3.499829907251616,0.0439274311001068,104.37363908467172,Safe,,2027-04-30 05:58:36.864528
Lisinopril,488.0,,1.0,89.86648762042935,,0.2196408351955315,103.0343034981754,Safe,,2027-01-11 05:58:36.864528
Cetirizine,985.0,24.05136831174459,1.0,88.10511167258883,9.690553156326224,0.1042526015540584,,Not Safe,"Allergies, Cold Symptoms",2028-05-22 05:58:36.864528
Paracetamol,,24.6463692070991,1.0,81.72047522291727,25.40154487056715,0.0925679237329419,101.35022858647903,Not Safe,"Fever, Mild Pain",
Amoxicillin,227.0,21.49125336533292,1.0,84.46294785164669,15.108516375432622,0.1258456450100658,106.90447083432122,Not Safe,Bacterial Infections,2026-04-25 05:58:36.864528
Metformin,924.0,21.52063446257965,1.0,94.10287534415274,,0.096323462763346,102.11712156237888,Safe,Type-2 Diabetes,2028-03-22 05:58:36.864528
Ciprofloxacin,899.0,24.91496346952006,1.0,89.97435945486417,28.25215227280378,0.2648349134418702,107.94911363831572,Not Safe,,2028-02-26 05:58:36.864528
Cetirizine,,22.752789910911787,0.0,85.21109271805854,2.8171669014320635,0.1710624102194789,,Safe,"Allergies, Cold Symptoms",
Lisinopril,681.0,24.956902472120102,1.0,92.53803705782286,21.09478263743905,0.2796552638733625,101.21910464050488,Safe,,2027-07-23 05:58:36.864528
Lisinopril,965.0,21.598558470430653,1.0,96.99612756329545,19.76517400875406,0.0979280169521327,,Safe,,2028-05-02 05:58:36.864528
Amoxicillin,,24.36228170498803,0.0,93.19139377375768,27.83273435535996,0.2286640415576498,95.48696923888528,Safe,Bacterial Infections,
Metformin,463.0,22.94320581808031,1.0,88.13370757641415,25.67440697258654,0.1439852827152559,102.32384313695393,Safe,Type-2 Diabetes,2026-12-17 05:58:36.864528
Lisinopril,793.0,,0.0,88.66716407361058,5.487621174444925,0.1541978012336307,101.08997389456766,Safe,,2027-11-12 05:58:36.864528
Aspirin,786.0,21.52311232918684,0.0,83.51750424233319,15.757851965687935,0.0917075254421607,92.35868754465902,Not Safe,"Pain, Inflammation, Heart Disease",2027-11-05 05:58:36.864528
Paracetamol,324.0,28.261837311244523,1.0,,15.364025069144944,0.3986740102242991,94.21760043028593,Not Safe,"Fever, Mild Pain",2026-07-31 05:58:36.864528
Amoxicillin,176.0,16.568702220809023,1.0,88.37964326916259,23.875474931379195,0.2439039150509028,99.57923476568516,Safe,Bacterial Infections,2026-03-05 05:58:36.864528
Omeprazole,583.0,22.132727221214857,1.0,89.01438816225564,26.680016575211933,0.182936803050749,95.70975768568807,Safe,"Acid Reflux, Gastric Ulcers",2027-04-16 05:58:36.864528
Omeprazole,745.0,22.45972505563559,0.0,99.78174974172404,5.865482661874477,0.0168220874847169,102.00448885852052,Safe,"Acid Reflux, Gastric Ulcers",2027-09-25 05:58:36.864528
Ciprofloxacin,946.0,23.961230120249432,0.0,81.29103090781598,17.08107586470639,0.1914830180475547,103.00345165123028,Not Safe,,2028-04-13 05:58:36.864528
,757.0,25.752141257657307,0.0,99.89819386462348,8.78722953130331,0.0271291307737127,100.59951709937016,Safe,,2027-10-07 05:58:36.864528
Amoxicillin,325.0,17.16606693970632,0.0,92.62267619000788,26.35558121885537,0.3527446335164889,91.25746990519414,Not Safe,Bacterial Infections,2026-08-01 05:58:36.864528
Lisinopril,367.0,29.92194354979988,0.0,98.26117915552987,23.53649888107987,0.1122366763251773,108.03764806750728,Not Safe,,2026-09-12 05:58:36.864528
Omeprazole,621.0,24.57668291089859,1.0,90.07480466295584,20.11920521899513,0.1045781900583227,90.46885622888112,Not Safe,"Acid Reflux, Gastric Ulcers",2027-05-24 05:58:36.864528
Ciprofloxacin,417.0,16.76663105191278,1.0,84.2626801634324,11.792573794698168,0.1018741792059038,97.98085000226165,Not Safe,,2026-11-01 05:58:36.864528
Omeprazole,485.0,27.33605925131925,,,16.342579946066593,0.1207523814981903,,Safe,"Acid Reflux, Gastric Ulcers",2027-01-08 05:58:36.864528
Ciprofloxacin,756.0,20.60876781867984,0.0,81.73964186732289,12.239106136896552,0.3383725279486895,98.50176425903533,Not Safe,,2027-10-06 05:58:36.864528
Atorvastatin,836.0,23.59832247943365,0.0,,,0.3461417007710637,105.0511430860406,Not Safe,High Cholesterol,2027-12-25 05:58:36.864528
Aspirin,,28.847583010248872,1.0,85.94060255246913,17.677033642856042,0.4083299459012056,91.20624291523868,Not Safe,"Pain, Inflammation, Heart Disease",
Ibuprofen,176.0,22.88134131152689,1.0,98.68188701819896,26.234503679616243,0.2884178212404011,107.00677158509812,Not Safe,"Pain, Fever, Inflammation",2026-03-05 05:58:36.864528
,388.0,20.850146179749043,0.0,86.38562521612253,15.998506419958394,0.3524814551468643,107.97042746347016,Not Safe,,2026-10-03 05:58:36.864528
Ciprofloxacin,89.0,17.88867485199917,1.0,83.440520455318,26.484290521781773,0.0564295640517321,103.70332907299658,Not Safe,,2025-12-08 05:58:36.864528
Ibuprofen,839.0,15.785342899131637,0.0,97.85029698302276,1.3749214015882956,0.2824414953655755,98.9925533370974,Safe,"Pain, Fever, Inflammation",2027-12-28 05:58:36.864528
Metformin,378.0,28.89213354133936,0.0,98.13745183009236,12.97647503535155,0.2987156274276987,101.03917979694468,Safe,Type-2 Diabetes,2026-09-23 05:58:36.864528
,787.0,27.914931145887955,1.0,90.32363090135284,20.4021306443801,0.2911418409889795,100.44959188565836,Safe,,2027-11-06 05:58:36.864528
Cetirizine,910.0,20.790957168787862,1.0,89.84838810406478,13.775755756894856,,103.63189964991383,Safe,"Allergies, Cold Symptoms",2028-03-08 05:58:36.864528
Ibuprofen,966.0,21.286895441537624,0.0,96.98685485633736,5.185027529489295,0.2089987417333332,97.35774133551186,Safe,"Pain, Fever, Inflammation",2028-05-03 05:58:36.864528
Metformin,223.0,22.911617123908098,0.0,97.98931964542908,15.225635548312692,0.0883430303926917,104.30244295181448,Safe,Type-2 Diabetes,2026-04-21 05:58:36.864528
Ciprofloxacin,379.0,28.929823931593205,0.0,89.45120686123104,12.962162042809576,0.1003429486021121,96.7426801166565,Safe,,2026-09-24 05:58:36.864528
Lisinopril,826.0,26.158841672801127,0.0,87.64106068242458,26.24401984265505,0.3252539064452879,97.11132794877592,Not Safe,,2027-12-15 05:58:36.864528
Aspirin,31.0,20.4703930004128,0.0,88.55157007927488,22.020422272693622,0.4170089427109054,101.59805857514462,Not Safe,"Pain, Inflammation, Heart Disease",2025-10-11 05:58:36.864528
Cetirizine,910.0,20.790957168787862,1.0,89.84838810406478,13.775755756894856,0.1831625315984083,103.63189964991383,Safe,"Allergies, Cold Symptoms",2028-03-08 05:58:36.864528
,139.0,27.76353308452352,0.0,85.15891845481468,3.1469315352009284,0.0833454985885453,98.193276910936,Safe,,2026-01-27 05:58:36.864528
Metformin,351.0,18.814449810269576,1.0,98.35821082301152,14.47154664121612,0.3447201559713845,107.2597835631898,Not Safe,Type-2 Diabetes,2026-08-27 05:58:36.864528
Aspirin,106.0,20.869588784685423,0.0,,25.669801724800635,0.4110949251219709,95.04404060273878,Not Safe,"Pain, Inflammation, Heart Disease",2025-12-25 05:58:36.864528
Aspirin,486.0,27.24951545050556,,85.24924228991665,17.803846128642192,0.0716950145747258,102.98968572736224,Safe,"Pain, Inflammation, Heart Disease",2027-01-09 05:58:36.864528
Omeprazole,579.0,17.816616819173916,0.0,95.39870416057938,2.67168076778238,0.1109735670341707,96.34909185347506,Safe,"Acid Reflux, Gastric Ulcers",2027-04-12 05:58:36.864528
Cetirizine,197.0,26.544721447886744,1.0,98.29095390347136,,,109.64652113712238,Not Safe,"Allergies, Cold Symptoms",2026-03-26 05:58:36.864528
Atorvastatin,129.0,19.72297274582128,0.0,84.08166912086153,25.658114249182496,0.090905643157158,91.63829223887512,Not Safe,High Cholesterol,2026-01-17 05:58:36.864528
